Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Italy,2126.627999,2324.492511,2690.168955,3227.251549,3645.246922,4133.248606,4057.410184,4628.734398,5638.449566,7021.018573,8472.244014,7618.749759,7550.733493,7826.367914,7733.812812,7984.215811,11305.87075,14224.78231,15732.29619,16374.55306,20813.17059,21941.82622,23229.27713,18725.65872,19324.85728,20650.36647,23066.90447,21816.35183,22306.18671,21985.87902,20079.01174,20475.52411,22252.21553,27411.06358,31166.34519,31915.49949,33336.01165,37601.84199,40506.14997,36786.52405,35672.525,38183.3352,34674.7301,35503.61554,35793.00433,30480.00436,31201.60237,32694.40623,34936.91364,33674.39875,31889.8012,36383.32763,34672.09114
Jamaica,933.5678532,1007.141161,1207.198481,1218.930271,1491.548431,1771.090395,1812.522716,1961.297143,1576.51736,1431.995337,1556.027826,1705.204603,1856.999358,2010.293579,1300.137219,1136.43391,1358.702372,1609.972438,1867.151712,2127.263919,2206.086287,1955.719064,1734.44836,2212.256411,2194.911199,2621.181995,2919.147763,3287.746786,3410.42776,3423.008643,3447.305777,3502.212247,3683.890483,3557.202592,3819.283133,4200.386441,4435.5743,4738.448935,5056.259177,4452.12124,4835.789564,5259.993187,5365.17547,5151.770347,4991.563365,5080.687975,5022.702262,5273.149061,5594.493348,5626.169187,4897.26587,5183.580142,6047.216553
Japan,2016.842752,2248.836618,2938.736927,3939.504116,4317.0648,4639.572073,5158.746362,6286.18209,8752.409045,9035.306132,9397.60567,10296.75471,9525.909764,10378.8699,10943.58488,11549.73366,17081.15777,20715.0705,25014.0577,24782.1671,25328.73181,28889.38187,31410.00504,35696.10178,39952.25757,44211.02941,39159.63892,35646.44787,32447.27202,36632.13396,39181.4501,34428.71614,32857.72117,35446.89938,38326.0447,37805.38367,35977.98825,35777.49906,39871.75039,41286.41789,44955.71908,48693.70158,49058.91331,40823.71638,38414.80883,34930.43664,39400.94226,38928.9526,39925.91472,40686.26776,40311.38353,40168.80756,34143.73655
Jordan,392.7496265,399.0925845,426.2668308,470.8588664,526.2252031,667.0522139,834.6575764,996.2685134,1276.801747,1496.531549,1866.715828,1913.22243,1951.036794,1951.710972,1904.715888,1918.62607,2213.79791,2232.116762,1976.022633,1285.823369,1191.109077,1179.4275,1418.478938,1418.338216,1503.307388,1557.18164,1550.189422,1578.507898,1684.279622,1697.521393,1725.568583,1792.657519,1873.096074,1948.344263,2126.999577,2286.084575,2555.64111,2725.696487,3416.126068,3618.892627,3914.701234,4152.493982,4386.461816,4477.618326,4255.89431,4064.253016,4003.404749,4073.116404,4146.407296,4159.671442,3987.683617,4046.983885,4204.559939
Kenya,240.4755698,256.9683924,278.2041419,316.9149448,365.2188068,387.3288037,399.6276474,499.7296748,571.673066,633.3109711,711.8029706,647.3172537,601.0741552,538.5069978,537.3000994,513.0756289,583.9473676,620.6784673,640.5743337,605.748862,598.9884327,546.7658709,524.3250417,353.4751437,437.0262237,547.2937631,545.0798962,577.7348151,604.7816172,536.9882301,513.6249678,513.2982407,504.3824441,554.9236928,581.6091128,657.2908998,766.2131954,920.4610938,1003.523945,1049.121788,1093.639628,1099.315531,1298.332589,1376.829725,1489.920344,1496.655633,1562.076508,1675.973652,1845.783413,1970.080063,1936.250752,2069.661137,2099.298568
Kiribati,351.6120221,343.3313063,400.8466715,604.677082,1021.079625,926.7480315,652.5503896,580.7442386,638.4321488,568.3372786,535.6037253,557.0368896,506.8331433,472.1128865,513.9044338,381.5380564,370.1787353,410.5559101,519.7732245,497.8004288,470.640417,577.3052859,826.931829,781.1904495,871.7013393,853.9033062,994.8184873,950.0293993,879.8818442,887.5851543,840.9573565,716.0902966,797.9210842,998.9337154,1063.878606,1142.337838,1103.080958,1303.741037,1356.641876,1249.302483,1438.080466,1644.407212,1698.918746,1628.642075,1546.881728,1459.143393,1506.134282,1563.46714,1605.028704,1411.940729,1404.75116,1764.934486,1704.394791
Lao People's DR,44.52136541,47.93905397,50.49296472,56.51534067,62.34309568,71.07423868,75.71207394,77.45797277,82.35569313,85.89919308,101.0340384,124.770014,138.466206,146.7982563,158.6923053,167.33793,174.0790178,170.8974139,168.4652197,194.260649,209.017813,241.4289693,269.4063745,296.0347039,334.5642753,375.9375109,387.1188976,353.3384543,255.2520269,283.7908072,332.5495083,331.0608755,340.1415344,383.9434602,446.7343118,503.3940491,606.3952754,756.4550793,934.1416696,972.2335081,1156.566063,1388.571377,1565.780232,1809.225968,1982.89067,2120.164695,2293.550997,2439.462412,2553.360418,2598.505795,2611.685607,2568.924082,2040.341675
Lebanon,835.3117349,915.4581407,1112.792953,1415.211453,1774.549813,1617.870149,621.5217938,1033.105677,1250.338492,1583.938159,1837.915022,1719.872399,1156.580064,1211.088766,835.4489832,705.1733925,849.0210762,642.982254,1005.726634,808.9726012,820.9354961,1187.900938,1530.988685,2071.077269,2408.231139,2905.808975,3379.176295,3796.694466,4046.648855,4002.094664,3860.19915,3888.013759,4208.177786,4395.654948,4625.304247,4630.009214,4665.962801,5162.032959,5957.696754,7149.791498,7695.245415,7914.109568,8500.180563,8255.209211,7665.379692,7802.751368,8172.299476,8679.897422,9225.845155,8987.165235,6888.497847,6565.362003,7159.368926
Lesotho,77.60848991,71.96803693,82.35880998,120.4482332,132.6434767,133.424406,127.5054406,162.0339609,217.2623451,229.955257,294.2181237,290.5740869,259.3287088,257.4876729,220.5697663,171.9051115,187.0486559,244.726723,275.4300901,285.1145,326.789193,357.785857,422.4412353,413.8788115,417.9077984,461.9648368,457.8033467,493.7785748,430.2247247,428.4250522,411.3311719,376.5782647,350.4531382,518.3297186,662.631291,737.5990077,770.4600389,848.0773735,885.6592702,866.4751091,1104.596965,1265.64314,1206.158349,1140.668655,1165.050695,1113.836844,986.2652576,1061.916962,1162.365334,1073.88412,910.1562443,1054.93275,991.9957897
Liberia,216.2522843,222.24005,234.6981093,267.204602,318.1233426,371.977522,374.9542701,407.413362,433.4192709,484.7345436,483.8905686,540.4944067,544.6358409,525.0184629,502.0871058,480.6111579,458.8196265,468.4279106,484.2926785,485.5265278,269.3561646,277.8635169,168.5973139,116.4509636,96.31967421,97.42441825,111.9866817,175.6420681,193.6099501,220.8100915,222.761444,213.9114483,224.3622467,171.4858424,206.22221,216.216718,235.9844119,261.235321,290.9706342,295.769649,321.3965526,367.8413834,400.3010338,437.2855499,454.2640414,578.6664394,585.8357786,576.0293006,561.4107743,517.9724772,487.6360278,551.3997323,615.7642372
Libya,2084.078386,2492.198772,2903.782829,3839.881763,6433.636134,5955.526538,7340.655127,8186.895348,7674.265104,10057.94467,12888.76176,10744.37243,10058.33154,9286.82233,8117.400442,8111.97027,6399.794697,5788.089721,6355.723758,6551.444562,7337.378585,7924.808719,8200.04518,7255.691112,6630.158451,5977.61843,6490.406075,6771.039897,6002.208138,6650.80758,7463.059901,6456.002587,4127.700477,4907.382315,6179.152313,8368.075947,10060.35781,11158.11666,13921.89594,9560.803808,11611.3586,7784.133214,15765.41979,12589.67023,9408.752546,7867.515731,7945.00605,10529.11627,11838.29871,10542.42902,7039.725252,5791.254976,5950.546192
Madagascar,158.508215,166.3567196,184.453784,220.4116744,242.2684734,279.8997513,259.6126685,272.4660655,299.3886053,377.1756292,427.5937901,369.5760667,352.4238461,341.3220421,277.8271526,266.8503942,360.622842,276.0848558,255.4135303,253.7452908,303.7358756,255.8418192,278.1439777,300.5525174,257.2214362,264.4967182,323.9293829,278.5173021,284.5722801,274.6303346,277.6021128,314.6986916,296.5914737,358.5448888,277.5894722,311.2698182,330.8891378,427.8363292,522.8306219,455.4073737,459.375408,516.9025392,504.1737378,526.6880197,517.1361832,455.6380345,464.6161584,503.4980587,512.5439915,512.2796656,462.5685829,503.3520811,505.0355276
Malawi,125.2187442,153.6146685,171.0855286,160.6846136,193.0798679,209.8097445,222.71885,259.6102633,295.1959642,305.2091952,356.8254552,343.0121418,311.5519213,312.2070689,294.0287373,265.93266,268.556983,267.413424,282.4608934,323.753931,331.9110225,372.0704474,324.76202,352.1709003,210.6479812,244.6061664,288.5247624,298.773047,299.5071355,292.4176378,280.5475395,269.731703,296.6271345,265.484453,280.0932392,286.6094961,304.7661879,328.4761308,383.0981156,432.978243,472.8535173,554.9795702,404.989146,382.3877897,440.3346027,485.0341065,409.2821454,500.1655537,537.852966,585.766434,607.3838339,628.6945059,615.4645138
Malaysia,374.9228803,402.2148715,466.9066263,692.6815964,837.7634723,802.9960138,927.8051595,1075.33911,1304.067527,1647.631074,1852.963367,1843.34937,1925.468115,2123.258597,2311.170706,2065.088612,1782.54248,2007.172654,2134.518874,2282.470251,2513.241395,2727.065743,3192.778691,3511.532629,3802.315287,4411.441648,4874.543621,4714.024401,3309.193992,3538.362993,4087.562593,3941.122666,4177.104942,4454.526764,4924.338111,5536.83797,6137.15061,7143.999446,8343.302548,7167.877376,8880.14604,10209.37191,10601.51091,10727.67055,11045.58364,9699.583368,9555.649675,9979.705979,11073.98139,11132.10526,10160.82688,11109.26828,11971.92496
Maldives,343.9225322,371.8588785,421.0238549,502.1008772,617.4418505,375.7010385,332.9144521,301.392313,342.56351,527.0326448,564.7617344,580.3508577,716.9665093,728.7170568,816.7504724,871.9947681,939.0179604,902.4482126,1041.68844,1135.039354,1247.760092,1374.144701,1554.899103,1711.770885,1842.52334,2193.372226,2423.089554,2681.445532,2800.091518,3007.511474,3137.021684,3087.521725,3124.78784,3539.801551,4060.534413,3789.232013,5010.163425,5746.644254,6743.130963,6719.330268,7158.061421,7409.331698,7447.415451,8222.558019,8872.128657,9480.431378,9708.141549,10194.74647,11034.7234,11349.85932,7216.816593,10076.31726,11780.81691
Mali,52.06097948,61.29803107,68.26864336,77.75594677,71.70539806,104.8649158,121.9972932,139.3567416,158.369125,196.2142232,223.9603094,202.1760825,173.7033856,149.3948947,143.7832088,153.9317158,220.6499169,256.7276813,261.1454101,257.2031253,305.3908618,329.666315,332.4464146,321.3566381,229.9682337,285.9468954,310.6729611,277.2239194,308.373291,315.0558915,262.8439474,299.1504325,325.4303229,381.0923249,426.9507769,473.8065338,506.4615476,578.4919988,670.1082452,677.2613031,687.6569345,809.1223441,753.4352315,778.9785321,819.7662911,722.9567972,750.051809,795.6828021,856.3565959,840.1757461,822.9061375,881.5100886,833.2972552
Malta,827.3161816,873.8872892,973.8742523,1137.600801,1232.358358,1545.468285,1706.321512,2005.426622,2522.45817,3153.363058,3900.481853,3844.690636,3782.472567,3538.315027,3313.36917,3332.260908,4241.863618,5131.827212,5863.779467,6092.943254,7255.618454,7763.848684,8457.303054,7514.120506,8243.558744,9743.188349,9922.22714,9756.305757,10218.92428,10408.19625,10193.60487,10166.02113,11046.75133,13389.10803,14916.06579,15615.3222,16547.28347,19354.29672,21990.06095,20928.47342,21556.78669,22726.10733,22010.26594,24108.26672,26006.52637,24282.781,24930.36371,28122.28717,31336.06455,31753.87941,29596.23873,34337.43358,33942.34385
Marshall Islands,354.0857357,372.8535656,401.3266225,459.0494867,586.8331932,622.890376,655.2471392,705.5539222,749.9318547,834.3835674,842.8260598,942.5312923,1019.539096,1171.342516,1217.142586,1136.739541,1394.450292,1509.244219,1633.189141,1633.30168,1720.200274,1769.883429,1928.912819,2082.562541,2239.134791,2467.395586,2255.247177,2100.813476,2109.788635,2106.586321,2119.082768,2250.453642,2422.56461,2408.56288,2442.078718,2533.564716,2633.286194,2773.418058,2712.373086,2810.532682,3001.320054,3238.887184,3445.31548,3611.699681,3672.680279,3703.649039,4153.116928,4507.623879,4769.190611,5188.970444,5567.971598,6172.144257,6727.799562
Mauritania,407.2070561,423.7172967,480.619056,528.9515769,651.1258714,821.7901275,893.9870015,889.2869829,850.1409009,1029.045101,1232.785473,1292.520571,1155.180646,1139.970507,962.8143959,876.4308784,1000.322885,1101.040208,1124.837431,1118.801671,1140.86623,1187.577528,1157.766216,949.4708561,972.1804043,996.0051521,987.4712099,938.2181213,796.8425146,757.8090784,660.3038517,632.2141494,629.7819097,711.3824817,827.1641326,974.9206482,1272.082434,1378.215121,1610.236957,1418.940825,1646.130447,1919.452248,1850.384967,1929.775661,1712.390846,1562.726853,1579.200702,1634.642174,1749.954236,1839.962778,1868.468248,2166.044797,2321.969142
Mauritius,247.582736,274.3963624,339.384496,419.6696695,688.2677043,682.8051446,836.9323812,965.7998498,1173.577242,1378.706791,1268.366946,1260.519782,1172.546106,1169.035096,1100.350214,1122.621368,1506.641998,1862.510689,2080.227666,2102.276111,2508.582639,2653.159042,3050.517939,3046.032162,3285.653198,3682.671199,3986.012534,3737.260787,3688.379301,3762.644773,4004.552445,3931.688868,4096.606601,4888.712155,5493.816486,5385.548484,5557.395753,6414.491403,7831.372698,7132.644233,7795.088317,8955.132207,9054.309833,9524.33542,10118.41077,9285.282597,9733.40156,10591.69826,11375.55223,11136.75923,8784.708756,8835.40001,9925.829003
Mexico,943.9430314,1008.860609,1126.94988,1336.668586,1688.15723,2002.66197,1963.57259,1757.391518,2138.376287,2723.130444,3675.758794,4613.235322,3141.505382,2639.099004,3053.300203,3148.636173,2169.949425,2311.028635,2782.082683,3330.570343,3852.622313,4521.155526,5126.982943,6118.52651,6268.718942,4225.400445,4718.573827,5617.430244,5882.421593,6552.661419,7581.845374,8009.158628,8032.991842,7473.932258,7883.523424,8702.114749,9545.287019,10178.44255,10589.95219,8495.65308,9823.163815,10766.60994,10842.73282,11317.49136,11490.02169,10098.17339,9152.73706,9693.330262,10130.32087,10434.56744,8895.615078,10363.19255,11476.67881
Micronesia (FS of),357.5116378,380.7507458,427.5246768,578.0113635,745.7356755,728.6829308,723.6805195,715.2157276,790.5157051,862.4262083,892.1568697,1032.713196,1050.534548,1072.721369,1049.764446,1228.883887,1316.415368,1337.713393,1445.460958,1492.830282,1601.371155,1751.521005,1837.831534,1948.50514,1963.360406,2010.856936,1974.266101,1860.220394,1970.976671,1977.518993,2087.449453,2143.014837,2156.169959,2190.614597,2158.725031,2259.275284,2297.096128,2344.403015,2420.749052,2598.403308,2760.011544,2885.44085,3023.58503,2920.700402,2928.448378,2891.322532,3022.653282,3320.355058,3623.329147,3699.081514,3639.412699,3571.336769,3741.057768
Mongolia,156.2144322,167.4385071,176.1957473,196.8504283,217.2936515,245.636454,261.6306204,291.2485388,326.1827687,359.0686252,406.8288886,471.1250999,528.958142,567.5082478,607.4894296,645.7011783,702.4399951,726.2845839,770.3685332,815.5318273,809.2742063,750.4901666,685.1993343,669.0965834,688.509065,738.520091,696.7700587,616.4236326,563.0265026,519.4223955,537.8383978,594.6128673,649.1180351,735.0559493,910.0900838,1143.285497,1533.59699,1884.551208,2475.465861,1993.074657,2660.288612,3793.754194,4402.299364,4422.29104,4211.948099,3919.354485,3690.756777,3708.248167,4165.022821,4394.94715,4041.174142,4566.140131,5045.504722
Montserrat,683.3195064,788.6113957,910.9670218,1011.530426,1104.443553,1247.258493,1090.201858,1201.503986,1375.332396,1667.227511,2472.467982,2928.50324,3259.485586,3481.535791,3734.787156,3923.535899,4179.942086,4542.434127,5169.393675,5846.139907,6979.756834,6088.271885,6663.487227,7033.398896,8161.873018,8253.066544,7118.950193,6225.275197,6130.968083,6420.915875,6995.083834,7638.888889,8657.538216,8925.869894,9469.263078,10414.24975,10908.35075,11337.88433,11924.32566,12195.38159,11241.61829,12840.15319,12751.90769,11873.29046,11672.05614,12133.12542,12357.33275,12697.73711,14244.68745,14936.49032,14855.14403,15971.12168,16460.81161
Morocco,304.0958932,317.0665389,371.2073099,444.3527495,533.1613906,608.8627775,633.7898816,712.5594334,831.9257178,974.6222229,1122.908359,887.7312822,872.8762166,768.914544,686.1727882,676.5688949,871.7381167,943.2442117,1092.838928,1110.835398,1233.972032,1307.927662,1315.07992,1219.364872,1360.081954,1455.98077,1593.288872,1431.956589,1513.138052,1481.72619,1362.339393,1370.177145,1449.361003,1764.969024,1992.40396,2055.236049,2236.938577,2530.717576,2957.389334,2965.345722,2970.215973,3223.111994,3117.364549,3381.615878,3478.41475,3183.747478,3178.058724,3336.528682,3544.390867,3551.091236,3307.650661,3824.996302,3494.918497
Mozambique,478.7455701,519.9340692,566.4754787,647.8078378,657.2343204,659.4717432,581.6368698,569.1668204,573.8442462,582.3530117,558.9001351,528.0647339,542.3007582,493.3477385,547.6384932,711.4045517,847.8423008,303.0395706,261.434672,283.0207515,309.2818374,284.2569181,202.5563036,202.9502035,198.3593647,196.3244267,250.6368362,294.9851741,328.01832,362.5134756,333.7740425,310.095065,318.3089971,343.1287399,403.0207221,438.7934727,458.6151491,508.0448868,591.4398261,546.6007332,494.5840249,615.2786612,681.492117,681.0651122,690.4432247,603.8385116,435.7609929,464.2947219,510.3799995,512.215761,456.581929,504.0377872,558.2986035
Myanmar,98.68172994,98.7766241,89.44366576,113.8655337,133.7402259,121.2797684,132.1688003,132.8077616,145.3349368,163.4612184,176.4556405,174.103108,174.7778794,176.6837744,178.511965,179.1307293,143.880023,137.298094,107.1542391,134.3974268,138.0980245,140.3932756,145.8040061,166.3061702,182.3337686,193.4973744,198.4685987,205.6548734,133.1168733,145.98988,159.7626802,165.9012596,223.0869692,211.5089521,216.6072208,249.9939415,288.0448967,376.3501248,530.7760511,671.9218781,839.1191335,1162.54711,1214.973187,1226.881942,1298.151579,1214.815337,1224.368632,1233.563605,1315.016211,1353.732077,1496.91037,1332.445577,1203.63022
Namibia,802.0605926,870.151618,845.946941,1040.735008,1233.739169,1276.043071,1190.677715,1289.106416,1460.260354,1775.292557,2481.56357,2278.633175,2107.079495,2223.825424,1837.352697,1470.978844,1603.782299,1973.578714,2065.563443,1968.165794,2037.910604,2117.005726,2346.276243,2153.342187,2352.661643,2478.253736,2417.577873,2453.866754,2231.114405,2175.449395,2156.090139,1916.255899,1773.431612,2571.982337,3407.850909,3703.082176,4025.315182,4400.147894,4217.48026,4347.699767,5452.134989,5904.517301,6005.306943,5516.795054,5539.113774,4965.672829,4614.892179,5450.334422,5687.381187,5126.073108,4252.041621,4919.188931,4911.32765
Nauru,2303.504352,2483.962349,2882.092442,3674.888638,4709.212102,4665.214025,4669.607089,4589.676273,4908.100533,5034.027068,5488.784535,5810.398001,5534.481333,5200.272859,4934.023226,3974.877098,3909.783837,4233.36106,4775.246031,4898.323532,5130.306201,4599.326119,4210.869305,3599.515784,3570.951002,3378.761399,3262.204505,2984.144996,2312.657034,2367.080983,2092.748047,1837.00224,1841.661331,2329.958674,2672.730912,2548.266474,2466.686817,2251.05372,4056.018532,5300.809267,5788.224979,8549.044501,11541.32374,11050.90373,12141.39811,9329.741005,10332.09789,11020.66309,11590.37405,10976.59327,11015.09429,12390.37011,11679.20902
Nepal,83.25230305,83.04893357,94.29808236,85.79527055,106.9756235,116.1045375,104.9733643,101.9940844,117.480909,130.4181738,133.9073517,148.6919722,153.6581394,148.8508716,149.8815043,156.2645682,157.1240622,171.4598843,189.367012,184.1089628,192.7041252,172.3019522,181.4678067,178.0744089,198.7038689,203.2863864,206.8777908,223.2844721,206.5218351,222.8742182,233.3264161,236.0510266,236.0281424,258.5396617,291.6453848,331.4788092,362.4676437,444.5279895,477.6604182,524.6392235,676.1248762,772.5578712,755.1605069,765.5395016,816.7796459,857.1850527,871.7658856,1044.692515,1113.137498,1188.528887,1119.609198,1226.707742,1290.010301
Netherlands,2927.289372,3380.648455,4105.790234,5374.084664,6302.665492,7365.653508,7980.215306,9257.969034,11247.32897,12796.99515,13811.2999,11544.94953,11085.28446,10678.06887,9964.667833,9909.763683,13765.05533,16697.46267,17741.14741,17395.26685,21300.59059,21765.30426,23958.14613,23181.73745,24700.54478,29280.55332,28990.6474,26666.20771,27859.17776,28261.56226,26192.77504,26981.56585,29372.50069,35886.97386,40577.84214,42127.82746,44917.17528,51700.69126,57593.46456,52492.38247,50944.75142,54132.11367,49982.50594,51989.40052,52552.61616,44906.99752,45754.79301,48460.51296,52877.54352,52420.69996,52183.34292,58833.06043,57391.6356
New Caledonia,3408.783501,3772.493001,4214.543527,4317.106897,4895.927169,5978.376122,5674.959322,5842.36651,5823.991833,7126.553766,7957.415087,6487.66347,5952.607417,5346.220278,5078.410133,5352.599535,7379.261109,8961.447459,12230.63971,12619.15831,14269.34085,14603.6795,15697.69167,14793.4881,15562.15385,18169.36656,17673.76737,16999.75811,16715.41412,16794.84898,15399.41539,14579.83292,16156.6696,20897.52348,24657.32241,25754.19698,28387.48388,35322.50106,35685.08206,33736.78599,35785.35567,38820.07347,35604.85664,36717.50364,37823.95122,30861.13794,30740.83647,32260.57742,34738.84546,33204.34007,33011.62855,34994.26583,33189.57993
New Zealand,2345.504159,2766.825736,3306.271607,4262.420059,4687.078843,4466.013189,4445.288317,4840.89027,5875.023764,6681.664553,7424.017926,7966.956975,7873.614474,7729.87868,7367.828484,7376.115261,9230.588746,11655.44912,13953.83329,13388.56578,13375.03336,12590.04955,11906.67995,12771.31634,14793.07325,17189.42069,18638.40912,18354.21541,15007.63223,15631.10963,14121.93972,13911.2927,15833.62123,20873.53611,25100.74909,27759.09818,26684.83205,32498.31563,31249.15321,28207.74222,33710.57225,38411.55544,39953.58569,42893.9621,44595.65819,38789.01647,40453.09893,43519.86764,43791.57763,42943.49415,41967.11957,49364.70733,47412.06861
Nicaragua,466.4143817,480.561763,496.8278904,598.5396718,806.4162029,817.2432144,920.5331811,1082.304613,1004.89916,699.9858338,861.2113698,883.6098498,961.0700876,1012.994999,1015.791887,955.8484797,945.1187354,939.8254942,832.447932,830.2543581,840.8511964,844.376776,875.175635,913.1659458,832.0803976,872.1189931,892.2248692,893.6627333,928.7057396,958.4069272,994.0138663,1027.181555,989.9804703,996.5102586,1071.92391,1155.01804,1223.129003,1323.840779,1493.908203,1438.090746,1495.730913,1644.803084,1746.427423,1794.788029,1913.522087,2025.323142,2079.449762,2127.277953,1981.85637,1905.637506,1876.608766,2064.924166,2255.423693
Niger,124.4158391,129.7874196,158.4724241,164.4700969,183.8994647,227.9462505,262.4253137,301.3115904,396.2980597,503.4907084,594.7746802,502.998855,444.6716982,385.5322825,303.0898817,289.9153312,363.7670341,408.2534212,411.6643564,372.655785,428.946092,394.672387,397.468693,353.5685461,211.7482416,247.7652122,256.4804151,228.4284427,252.3239841,239.9084804,202.2620287,212.7718265,234.3528495,278.6130204,295.0070389,330.9800053,345.7372159,386.9663111,469.278702,449.4566643,458.4125282,497.6425865,510.5541972,544.0057122,561.4841073,480.7472893,497.0362014,514.5434766,567.3309,550.9637691,564.8219973,590.6294773,588.1682919
Nigeria,528.8472125,599.823665,712.6726313,799.1509006,1261.143302,1560.508864,1850.316341,2090.571594,2263.327783,2656.914086,3342.648138,3000.024746,2859.887193,2761.685817,2660.159384,2514.252858,1316.035797,691.9909631,769.9407183,607.3782226,646.2894605,609.5581224,522.8122831,554.3632487,469.41185,466.8154054,482.9495886,493.1076912,498.81979,496.030187,565.3041319,586.8317575,736.0983551,788.1020527,997.2879286,1253.705867,1635.865237,1858.643065,2211.772691,1863.908233,2257.554427,2479.906139,2701.005188,2947.276553,3169.260267,2688.01051,2144.780345,1941.873934,2125.824641,2334.017272,2063.568531,2019.313776,2173.77085
Oman,400.1971371,457.7851856,542.603986,694.2811607,2283.826986,2789.138085,3253.291618,3314.144552,3145.180289,4059.427231,6148.646789,7020.931773,6977.180937,6970.702011,7267.774584,7596.771486,5637.998271,5564.866266,5108.581211,5408.030104,6403.922189,5918.155753,6203.206788,5963.664581,6153.444272,6635.217125,7420.183333,7779.555382,7037.768291,7711.080503,9495.347793,9351.117483,9596.028504,10171.80544,11494.76144,14116.96019,16627.6767,18536.39904,26331.16159,20557.31415,22552.21649,24166.06034,24722.62494,23563.96958,23121.21471,18777.45389,17082.23266,17802.54837,19887.58873,19132.15077,16707.623,19509.46649,25056.69253
Pakistan,221.6068228,229.5669214,132.0098379,137.6439067,176.2767137,215.9994773,245.676079,273.5581058,312.0541678,333.2703546,384.4296443,436.9285434,408.1947188,399.6438676,416.5859118,399.914967,402.4889634,413.550369,455.2777496,439.6890467,447.6592352,469.5605854,514.4700753,494.9083428,517.7729627,580.4353724,561.0804021,547.6139274,535.3895236,519.5887321,497.9333694,460.1799462,492.1706142,545.2566595,611.5017714,675.0415112,765.5390647,846.1387991,832.0408594,880.32672,940.8873048,1130.714274,1139.543613,1165.279245,1314.024785,1407.879288,1462.846027,1558.080077,1464.022591,1307.333501,1292.941937,1480.110716,1385.759878
Palau,820.8113672,873.2720613,925.1086099,986.3758871,1073.605118,1185.316332,1310.352341,1444.17235,1597.7566,1771.356504,1957.665279,2131.810916,2294.957208,2466.652663,2718.793293,3017.645558,3352.44941,3731.042351,4154.803923,4628.331885,5154.553652,5551.793798,5832.238378,5246.090904,5423.795408,6414.703818,7434.57055,7803.040389,7848.055538,7384.687719,7494.322214,7976.548316,8141.403456,7945.82495,8709.19777,9315.604357,9648.8425,10062.12321,10377.80159,9756.996654,9883.080529,10651.57193,11867.11434,12608.06655,13664.02916,15760.24576,16785.3159,16012.98038,15947.32949,15567.97695,14013.77749,12084.12827,12498.46984
Panama,768.5942541,843.357874,901.490603,1003.620862,1117.089173,1219.295902,1262.828054,1306.55273,1512.430944,1690.80338,2104.985886,2315.923176,2395.688541,2459.111835,2540.305748,2647.849709,2735.469195,2759.228754,2412.739773,2368.024011,2520.235609,2713.527972,3021.476245,3232.369161,3377.040266,3382.729071,3417.66995,3623.321095,3850.267534,3955.344024,3933.73081,3919.609061,3995.627377,4130.543297,4442.363084,4753.394356,5169.358937,6205.821584,7220.54964,7668.146907,8204.207054,9526.557606,10943.80998,12167.42239,13132.84772,14029.83734,14809.40019,15687.95655,16156.07429,16472.83175,13293.3332,15491.28979,17357.62863
Papua New Guinea,440.8774989,480.5624647,561.50064,829.8701546,918.7146729,830.6828827,874.4875505,942.5147777,1121.35634,1263.701017,1374.239088,1321.178394,1227.007831,1197.484628,1160.450865,1074.117678,1158.918292,1346.338841,1531.844124,1452.629474,1284.907202,1463.528221,1599.548674,1752.408073,1806.646078,1584.813863,1626.818595,1500.170269,1106.898539,975.4083157,960.2271514,813.7338842,781.7947574,922.1026893,1003.13291,1131.763395,1245.474263,1379.12707,1635.039363,1578.96844,1879.240443,2303.82666,2653.092359,2578.503408,2742.250057,2502.061616,2332.679731,2495.140473,2595.697745,2593.729597,2446.084695,2624.604163,3116.504891
Paraguay,282.3809489,308.5610054,348.8905218,440.8639405,576.0426081,636.89822,698.4406056,839.0356366,1001.346032,1303.109606,1652.634435,2033.975298,2057.850174,2221.630455,1772.051898,1470.659408,1701.031975,1387.087228,1795.679445,1263.16254,1483.628725,1715.016647,1724.068048,1792.920339,1998.650879,2267.68668,2404.76619,2383.420324,2081.086818,1880.278973,1792.477498,1600.9489,1548.72289,1592.995375,1919.961923,2064.355496,2489.866918,3194.25875,4360.47901,3921.205028,4725.726374,5776.281917,5617.104918,6410.814752,6629.417042,5861.401895,5759.042166,6136.058354,6242.96149,5807.838813,5353.348049,5959.441763,6153.055677
Peru,430.587932,468.0594368,504.4137907,588.1170291,722.4830004,859.8202598,800.0569805,703.1651208,588.9120916,733.5291968,951.7545527,1134.006077,1125.817655,852.6801451,872.6225594,735.7952119,1069.087562,1711.972683,1461.918632,1607.174825,1317.053842,1521.255107,1556.986255,1473.295184,1862.253265,2182.95365,2219.195814,2292.253108,2149.260851,1912.394236,1941.262635,1926.675083,2004.654933,2126.585854,2394.104211,2702.941442,3123.861533,3573.454723,4187.020587,4165.92707,5047.204643,5826.832307,6475.719417,6697.187683,6614.830499,6180.118799,6163.861179,6676.307788,6912.104623,6955.88177,6063.62658,6635.463923,7125.829235
